Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO CITY,6158355,6/5/17,2017,6,5,,17.3,,12.9,,15.1,,2.9,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/6/17,2017,6,6,,17.4,,11.6,,14.5,,3.5,,0,,,M,,M,4.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/7/17,2017,6,7,,,M,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/8/17,2017,6,8,,23.7,,11.8,,17.8,,0.2,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/9/17,2017,6,9,,25.5,,14.6,,20.1,,0,,2.1,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/10/17,2017,6,10,,27,,15.9,,21.5,,0,,3.5,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/11/17,2017,6,11,,29,,18.8,,23.9,,0,,5.9,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/12/17,2017,6,12,,30.4,,19.8,,25.1,,0,,7.1,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/13/17,2017,6,13,,25.4,,19,,22.2,,0,,4.2,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/14/17,2017,6,14,,22.4,,17.1,,19.8,,0,,1.8,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/15/17,2017,6,15,,18.8,,15.9,,17.4,,0.6,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/16/17,2017,6,16,,30.1,,16.6,,23.4,,0,,5.4,,,M,,M,3.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/17/17,2017,6,17,,27,,19.9,,23.5,,0,,5.5,,,M,,M,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/18/17,2017,6,18,,28.2,,20.2,,24.2,,0,,6.2,,,M,,M,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/19/17,2017,6,19,,28,,16.4,,22.2,,0,,4.2,,,M,,M,1.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/20/17,2017,6,20,,24.3,,13.3,,18.8,,0,,0.8,,,M,,M,6.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/21/17,2017,6,21,,23.6,,12.9,,18.3,,0,,0.3,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/22/17,2017,6,22,,21.9,,14.2,,18.1,,0,,0.1,,,M,,M,6.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/23/17,2017,6,23,,25.4,,18.9,,22.2,,0,,4.2,,,M,,M,33.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/24/17,2017,6,24,,25.1,,16.3,,20.7,,0,,2.7,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/25/17,2017,6,25,,21.3,,15.6,,18.5,,0,,0.5,,,M,,M,2.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/26/17,2017,6,26,,21.3,,12.3,,16.8,,1.2,,0,,,M,,M,4.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/27/17,2017,6,27,,20.6,,12.3,,16.5,,1.5,,0,,,M,,M,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/28/17,2017,6,28,,24.2,,12.4,,18.3,,0,,0.3,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/29/17,2017,6,29,,25.6,,14.6,,20.1,,0,,2.1,,,M,,M,3.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/30/17,2017,6,30,,26.4,,18.5,,22.5,,0,,4.5,,,M,,M,7.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/1/17,2017,7,1,,25.2,,17.1,,21.2,,0,,3.2,,,M,,M,3.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/2/17,2017,7,2,,27.9,,15.1,,21.5,,0,,3.5,,,M,,M,1.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/3/17,2017,7,3,,24.9,,15.6,,20.3,,0,,2.3,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/4/17,2017,7,4,,25.8,,15.7,,20.8,,0,,2.8,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/5/17,2017,7,5,,26.2,,16,,21.1,,0,,3.1,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/6/17,2017,7,6,,29.4,,17,,23.2,,0,,5.2,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/7/17,2017,7,7,,27.4,,19.6,,23.5,,0,,5.5,,,M,,M,5.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/8/17,2017,7,8,,24.3,,17.2,,20.8,,0,,2.8,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/9/17,2017,7,9,,26.7,,15.9,,21.3,,0,,3.3,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/10/17,2017,7,10,,24.9,,18.5,,21.7,,0,,3.7,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/11/17,2017,7,11,,27.9,,17.7,,22.8,,0,,4.8,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/12/17,2017,7,12,,26.2,,19.6,,22.9,,0,,4.9,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/13/17,2017,7,13,,19.7,,15.9,,17.8,,0.2,,0,,,M,,M,10.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/14/17,2017,7,14,,26.3,,17.2,,21.8,,0,,3.8,,,M,,M,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/15/17,2017,7,15,,27.3,,18.4,,22.9,,0,,4.9,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/16/17,2017,7,16,,26.1,,17.9,,22,,0,,4,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/17/17,2017,7,17,,24.9,,20,,22.5,,0,,4.5,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/18/17,2017,7,18,,26.8,,17.8,,22.3,,0,,4.3,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/19/17,2017,7,19,,31.1,,19.5,,25.3,,0,,7.3,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/20/17,2017,7,20,,23,,15.4,,19.2,,0,,1.2,,,M,,M,27,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/21/17,2017,7,21,,29.7,,19,,24.4,,0,,6.4,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/22/17,2017,7,22,,24.4,,19.8,,22.1,,0,,4.1,,,M,,M,1.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/23/17,2017,7,23,,23.8,,20.3,,22.1,,0,,4.1,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/24/17,2017,7,24,,22.6,,16.8,,19.7,,0,,1.7,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/25/17,2017,7,25,,23.1,,16.4,,19.8,,0,,1.8,,,M,,M,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/26/17,2017,7,26,,21.9,,15.4,,18.7,,0,,0.7,,,M,,M,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/27/17,2017,7,27,,26.6,,18.7,,22.7,,0,,4.7,,,M,,M,6.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/28/17,2017,7,28,,23.4,,16.7,,20.1,,0,,2.1,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/29/17,2017,7,29,,26.8,,16.5,,21.7,,0,,3.7,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/30/17,2017,7,30,,30.5,,19.9,,25.2,,0,,7.2,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/31/17,2017,7,31,,28.8,,18.4,,23.6,,0,,5.6,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/1/17,2017,8,1,,28.9,,19.7,,24.3,,0,,6.3,,,M,,M,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/2/17,2017,8,2,,29.6,,19.4,,24.5,,0,,6.5,,,M,,M,1.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/3/17,2017,8,3,,28.1,,19.5,,23.8,,0,,5.8,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/4/17,2017,8,4,,26.4,,17.2,,21.8,,0,,3.8,,,M,,M,8.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/5/17,2017,8,5,,21.9,,14.9,,18.4,,0,,0.4,,,M,,M,0.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/6/17,2017,8,6,,24.3,,13,,18.7,,0,,0.7,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/7/17,2017,8,7,,21.3,,15.4,,18.4,,0,,0.4,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/8/17,2017,8,8,,25,,14.7,,19.9,,0,,1.9,,,M,,M,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/9/17,2017,8,9,,27.9,,17.1,,22.5,,0,,4.5,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/10/17,2017,8,10,,27,,17.3,,22.2,,0,,4.2,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/11/17,2017,8,11,,24.5,,17.4,,21,,0,,3,,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/12/17,2017,8,12,,26.4,,16.7,,21.6,,0,,3.6,,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/13/17,2017,8,13,,26.2,,15.3,,20.8,,0,,2.8,,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/14/17,2017,8,14,,26.2,,17.6,,21.9,,0,,3.9,,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/15/17,2017,8,15,,25.8,,16.7,,21.3,,0,,3.3,,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/16/17,2017,8,16,,23.2,,17.8,,20.5,,0,,2.5,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/17/17,2017,8,17,,23.4,,17.8,,20.6,,0,,2.6,,,M,,M,8.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/18/17,2017,8,18,,27.9,,20.7,,24.3,,0,,6.3,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/19/17,2017,8,19,,24.9,,17.1,,21,,0,,3,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/20/17,2017,8,20,,28.1,,16.2,,22.2,,0,,4.2,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/21/17,2017,8,21,,28.7,,18.7,,23.7,,0,,5.7,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/22/17,2017,8,22,,26.4,,16.5,,21.5,,0,,3.5,,,M,,M,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/23/17,2017,8,23,,24.1,,14.4,,19.3,,0,,1.3,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/24/17,2017,8,24,,21,,13,,17,,1,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/25/17,2017,8,25,,21.5,,12.2,,16.9,,1.1,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/26/17,2017,8,26,,22,,11.7,,16.9,,1.1,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/27/17,2017,8,27,,21.5,,13.4,,17.5,,0.5,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/28/17,2017,8,28,,23.1,,17.2,,20.2,,0,,2.2,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/29/17,2017,8,29,,21.7,,16.9,,19.3,,0,,1.3,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/30/17,2017,8,30,,23.4,,15.1,,19.3,,0,,1.3,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/31/17,2017,8,31,,20.1,,11.4,,15.8,,2.2,,0,,,M,,M,0.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/1/17,2017,9,1,,18.1,,9.4,,13.8,,4.2,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/2/17,2017,9,2,,19.3,,10.3,,14.8,,3.2,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/3/17,2017,9,3,,21.8,,14.8,,18.3,,0,,0.3,,,M,,M,7.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/4/17,2017,9,4,,25.7,,14.8,,20.3,,0,,2.3,,,M,,M,4.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/5/17,2017,9,5,,20.9,,13.8,,17.4,,0.6,,0,,,M,,M,7.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/6/17,2017,9,6,,21,,12.4,,16.7,,1.3,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/7/17,2017,9,7,,19,,11.5,,15.3,,2.7,,0,,,M,,M,5.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/8/17,2017,9,8,,18.8,,11.1,,15,,3,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/9/17,2017,9,9,,18.5,,8.8,,13.7,,4.3,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/10/17,2017,9,10,,19.1,,10.7,,14.9,,3.1,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/11/17,2017,9,11,,22.1,,10,,16.1,,1.9,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/12/17,2017,9,12,,23.1,,12.4,,17.8,,0.2,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/13/17,2017,9,13,,24.5,,13.8,,19.2,,0,,1.2,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/14/17,2017,9,14,,26.3,,16.5,,21.4,,0,,3.4,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/15/17,2017,9,15,,25.3,,17.8,,21.6,,0,,3.6,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/16/17,2017,9,16,,26.2,,17,,21.6,,0,,3.6,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/17/17,2017,9,17,,26.7,,17.2,,22,,0,,4,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/18/17,2017,9,18,,26.6,,18.2,,22.4,,0,,4.4,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/19/17,2017,9,19,,26,,20.1,,23.1,,0,,5.1,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/20/17,2017,9,20,,24.6,,19.1,,21.9,,0,,3.9,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/21/17,2017,9,21,,26.8,,17.8,,22.3,,0,,4.3,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/22/17,2017,9,22,,26.1,,18.4,,22.3,,0,,4.3,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/23/17,2017,9,23,,30.6,,18.2,,24.4,,0,,6.4,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/24/17,2017,9,24,,31.7,,21.2,,26.5,,0,,8.5,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/25/17,2017,9,25,,31.5,,20.8,,26.2,,0,,8.2,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/26/17,2017,9,26,,31.1,,21.5,,26.3,,0,,8.3,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/27/17,2017,9,27,,29.6,,14.8,,22.2,,0,,4.2,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/28/17,2017,9,28,,19,,10.5,,14.8,,3.2,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/29/17,2017,9,29,,18.1,,9.5,,13.8,,4.2,,0,,,M,,M,2.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/30/17,2017,9,30,,15.4,,7,,11.2,,6.8,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/1/17,2017,10,1,,17,,6.1,,11.6,,6.4,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/2/17,2017,10,2,,18.6,,9.4,,14,,4,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/3/17,2017,10,3,,23.6,,11.4,,17.5,,0.5,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/4/17,2017,10,4,,24.6,,13.3,,19,,0,,1,,,M,,M,2.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/5/17,2017,10,5,,22.4,,10.8,,16.6,,1.4,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/6/17,2017,10,6,,19.7,,14.3,,17,,1,,0,,,M,,M,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/7/17,2017,10,7,,24.7,,17.4,,21.1,,0,,3.1,,,M,,M,5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/8/17,2017,10,8,,24.5,,17.4,,21,,0,,3,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/9/17,2017,10,9,,21.7,,14.6,,18.2,,0,,0.2,,,M,,M,12.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/10/17,2017,10,10,,23.7,,12.7,,18.2,,0,,0.2,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/11/17,2017,10,11,,14.2,,8,,11.1,,6.9,,0,,,M,,M,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/12/17,2017,10,12,,15.4,,9.1,,12.3,,5.7,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/13/17,2017,10,13,,18.8,,14.7,,16.8,,1.2,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/14/17,2017,10,14,,18.9,,14.2,,16.6,,1.4,,0,,,M,,M,7.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/15/17,2017,10,15,,23.7,,8.2,,16,,2,,0,,,M,,M,4.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/16/17,2017,10,16,,9.9,,4.9,,7.4,,10.6,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/17/17,2017,10,17,,19,,4.3,,11.7,,6.3,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/18/17,2017,10,18,,20.9,,9.9,,15.4,,2.6,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/19/17,2017,10,19,,20.9,,10.5,,15.7,,2.3,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/20/17,2017,10,20,,19.5,,8.8,,14.2,,3.8,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/21/17,2017,10,21,,20.8,,10.5,,15.7,,2.3,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/22/17,2017,10,22,,22.7,,11.4,,17.1,,0.9,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/23/17,2017,10,23,,19.3,,15,,17.2,,0.8,,0,,,M,,M,8.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/24/17,2017,10,24,,16.6,,10.2,,13.4,,4.6,,0,,,M,,M,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/25/17,2017,10,25,,11.9,,5.6,,8.8,,9.2,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/26/17,2017,10,26,,11.4,,3.9,,7.7,,10.3,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/27/17,2017,10,27,,14.5,,5.2,,9.9,,8.1,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/28/17,2017,10,28,,13.4,,4.9,,9.2,,8.8,,0,,,M,,M,5.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/29/17,2017,10,29,,8.8,,4.9,,6.9,,11.1,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/30/17,2017,10,30,,,M,5.9,E,,M,,M,,M,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/31/17,2017,10,31,,8.5,,5,,6.8,,11.2,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/1/17,2017,11,1,,7.7,,4.8,,6.3,,11.7,,0,,,M,,M,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/2/17,2017,11,2,,14.7,,6.7,,10.7,,7.3,,0,,,M,,M,8.5,,0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/3/17,2017,11,3,,11.8,,4.6,,8.2,,9.8,,0,,,M,,M,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/4/17,2017,11,4,,7.6,,3.7,,5.7,,12.3,,0,,,M,,M,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/5/17,2017,11,5,,15,,7.5,,11.3,,6.7,,0,,,M,,M,15.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/6/17,2017,11,6,,12.7,,4.9,,8.8,,9.2,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/7/17,2017,11,7,,,M,4,E,,M,,M,,M,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/8/17,2017,11,8,,8.9,,1,,5,,13,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/9/17,2017,11,9,,8.9,,-3.5,,2.7,,15.3,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/10/17,2017,11,10,,-3.5,,-9.3,,-6.4,,24.4,,0,,,M,,M,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/11/17,2017,11,11,,2.6,,-6.2,,-1.8,,19.8,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/12/17,2017,11,12,,5.9,,2.5,,4.2,,13.8,,0,,,M,,M,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/13/17,2017,11,13,,6.1,,2.5,,4.3,,13.7,,0,,,M,,M,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/14/17,2017,11,14,,7,,4.1,,5.6,,12.4,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/15/17,2017,11,15,,8.1,,3.9,,6,,12,,0,,,M,,M,2.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/16/17,2017,11,16,,8.3,,0.1,,4.2,,13.8,,0,,,M,,M,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/17/17,2017,11,17,,4,,-1.9,,1.1,,16.9,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/18/17,2017,11,18,,8.3,,2.8,,5.6,,12.4,,0,,,M,,M,17.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/19/17,2017,11,19,,4.8,,-1,,1.9,,16.1,,0,,,M,,M,0.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/20/17,2017,11,20,,6.6,,-0.2,,3.2,,14.8,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/21/17,2017,11,21,,11.9,,3.6,,7.8,,10.2,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/22/17,2017,11,22,,3.9,,-1.5,,1.2,,16.8,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/23/17,2017,11,23,,4.1,,-0.3,,1.9,,16.1,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/24/17,2017,11,24,,9.8,,2.3,,6.1,,11.9,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/25/17,2017,11,25,,10.8,,2.1,,6.5,,11.5,,0,,,M,,M,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/26/17,2017,11,26,,4.3,,0.2,,2.3,,15.7,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/27/17,2017,11,27,,,M,1.3,E,,M,,M,,M,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/28/17,2017,11,28,,15,,1.8,,8.4,,9.6,,0,,,M,,M,0,,0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/29/17,2017,11,29,,11.6,,1.7,,6.7,,11.3,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/30/17,2017,11,30,,7.2,,2.3,,4.8,,13.2,,0,,,M,,M,1.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/1/17,2017,12,1,,7.8,,3.7,,5.8,,12.2,,0,,,M,,M,0,,1,,,M,,M
