Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO CITY,6158355,12/2/17,2017,12,2,,8,,2.2,,5.1,,12.9,,0,,,M,,M,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/3/17,2017,12,3,,7.8,,2,,4.9,,13.1,,0,,,M,,M,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/4/17,2017,12,4,,10.8,,3,,6.9,,11.1,,0,,,M,,M,2.4,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/5/17,2017,12,5,,10.7,,0.6,,5.7,,12.3,,0,,,M,,M,5.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/6/17,2017,12,6,,3.4,,-1.3,,1.1,,16.9,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/7/17,2017,12,7,,1.1,,-2.2,,-0.6,,18.6,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/8/17,2017,12,8,,1.2,,-2.7,,-0.8,,18.8,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/9/17,2017,12,9,,1.9,,-1.7,,0.1,,17.9,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/10/17,2017,12,10,,-0.7,,-3.2,,-2,,20,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/11/17,2017,12,11,,-1.5,,-6.7,,-4.1,,22.1,,0,,,M,,M,3.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/12/17,2017,12,12,,-1.4,,-11.4,,-6.4,,24.4,,0,,,M,,M,3.7,,8,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/13/17,2017,12,13,,-6.6,,-13.1,,-9.9,,27.9,,0,,,M,,M,0.2,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/14/17,2017,12,14,,-5.6,,-14.1,,-9.9,,27.9,,0,,,M,,M,0.2,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/15/17,2017,12,15,,-3,,-9.8,,-6.4,,24.4,,0,,,M,,M,0.5,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/16/17,2017,12,16,,-3.1,,-8.2,,-5.7,,23.7,,0,,,M,,M,0,,7,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/17/17,2017,12,17,,-5.4,,-11.3,,-8.4,,26.4,,0,,,M,,M,0.2,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/18/17,2017,12,18,,4.7,,-5.9,,-0.6,,18.6,,0,,,M,,M,2.6,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/19/17,2017,12,19,,7.4,,2.9,,5.2,,12.8,,0,,,M,,M,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/20/17,2017,12,20,,3.1,,-2.9,,0.1,,17.9,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/21/17,2017,12,21,,-1.8,,-4.7,,-3.3,,21.3,,0,,,M,,M,2.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/22/17,2017,12,22,,-1.8,,-5.7,,-3.8,,21.8,,0,,,M,,M,3.4,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/23/17,2017,12,23,,0.6,,-4.8,,-2.1,,20.1,,0,,,M,,M,3.1,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/24/17,2017,12,24,,-1.1,,-4.8,,-3,,21,,0,,,M,,M,7.2,,7,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/25/17,2017,12,25,,-3,,-10.5,,-6.8,,24.8,,0,,,M,,M,1,,16,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/26/17,2017,12,26,,-10.2,,-14.4,,-12.3,,30.3,,0,,,M,,M,0,,12,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/27/17,2017,12,27,,-9.9,,-17.9,,-13.9,,31.9,,0,,,M,,M,0,,11,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/28/17,2017,12,28,,-11.8,,-19.6,,-15.7,,33.7,,0,,,M,,M,0.2,,10,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/29/17,2017,12,29,,-7.3,,-14.3,,-10.8,,28.8,,0,,,M,,M,1,,10,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/30/17,2017,12,30,,-6.8,,-18.1,,-12.5,,30.5,,0,,,M,,M,0.2,,10,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/31/17,2017,12,31,,-13.7,,-20.2,,-17,,35,,0,,,M,,M,0,,11,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/1/18,2018,1,1,,-7.9,,-18.6,,-13.3,,31.3,,0,,,M,,M,0.2,,11,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/2/18,2018,1,2,,-7.1,,-12.5,,-9.8,,27.8,,0,,,M,,M,0,,9,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/3/18,2018,1,3,,-5.3,,-11.2,,-8.3,,26.3,,0,,,M,,M,0.2,,11,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/4/18,2018,1,4,,-7.7,,-19.7,,-13.7,,31.7,,0,,,M,,M,0.2,,11,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/5/18,2018,1,5,,-14.7,,-20.6,,-17.7,,35.7,,0,,,M,,M,0,,10,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/6/18,2018,1,6,,-15.4,,-22.3,,-18.9,,36.9,,0,,,M,,M,0,,10,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/7/18,2018,1,7,,-1,,-17.5,,-9.3,,27.3,,0,,,M,,M,0,,10,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/8/18,2018,1,8,,3,,-1.7,,0.7,,17.3,,0,,,M,,M,5.4,,11,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/9/18,2018,1,9,,1.6,,-0.6,,0.5,,17.5,,0,,,M,,M,0,,12,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/10/18,2018,1,10,,5.9,,-1.3,,2.3,,15.7,,0,,,M,,M,0.9,,12,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/11/18,2018,1,11,,11.6,,5.6,,8.6,,9.4,,0,,,M,,M,9.7,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/12/18,2018,1,12,,11.9,,-11.2,,0.4,,17.6,,0,,,M,,M,16.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/13/18,2018,1,13,,-11,,-14.5,,-12.8,,30.8,,0,,,M,,M,0.2,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/14/18,2018,1,14,,-5.4,,-14.2,,-9.8,,27.8,,0,,,M,,M,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/15/18,2018,1,15,,-5.1,,-8.1,,-6.6,,24.6,,0,,,M,,M,3.2,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/16/18,2018,1,16,,-2.4,,-8.7,,-5.6,,23.6,,0,,,M,,M,1.1,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/17/18,2018,1,17,,-4.6,,-11,,-7.8,,25.8,,0,,,M,,M,0,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/18/18,2018,1,18,,-3,,-7.5,,-5.3,,23.3,,0,,,M,,M,0,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/19/18,2018,1,19,,3.1,,-4,,-0.5,,18.5,,0,,,M,,M,0,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/20/18,2018,1,20,,6.8,,0.9,,3.9,,14.1,,0,,,M,,M,0,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/21/18,2018,1,21,,4.2,,-0.1,,2.1,,15.9,,0,,,M,,M,0.2,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/22/18,2018,1,22,,3,,0.9,,2,,16,,0,,,M,,M,11.8,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/23/18,2018,1,23,,8.1,,-4,,2.1,,15.9,,0,,,M,,M,1.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/24/18,2018,1,24,,-3.9,,-10.4,,-7.2,,25.2,,0,,,M,,M,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/25/18,2018,1,25,,-0.8,,-10,,-5.4,,23.4,,0,,,M,,M,0,,0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/26/18,2018,1,26,,6.8,,-1,,2.9,,15.1,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/27/18,2018,1,27,,9.2,,2.9,,6.1,,11.9,,0,,,M,,M,0.6,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/28/18,2018,1,28,,5.5,,-1.4,,2.1,,15.9,,0,,,M,,M,0,,0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/29/18,2018,1,29,,-1.1,,-6.3,,-3.7,,21.7,,0,,,M,,M,5.8,,0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/30/18,2018,1,30,,-6.2,,-12.2,,-9.2,,27.2,,0,,,M,,M,0.4,,7,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,1/31/18,2018,1,31,,3,,-12.3,,-4.7,,22.7,,0,,,M,,M,1.5,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/1/18,2018,2,1,,5.6,,-8.9,,-1.7,,19.7,,0,,,M,,M,0,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/2/18,2018,2,2,,-8.6,,-15,,-11.8,,29.8,,0,,,M,,M,0.2,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/3/18,2018,2,3,,0.4,,-9.7,,-4.7,,22.7,,0,,,M,,M,1,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/4/18,2018,2,4,,1.8,,-8.8,,-3.5,,21.5,,0,,,M,,M,4.9,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/5/18,2018,2,5,,-6.6,,-12,,-9.3,,27.3,,0,,,M,,M,0,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/6/18,2018,2,6,,-3.2,,-8.2,,-5.7,,23.7,,0,,,M,,M,0.2,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/7/18,2018,2,7,,-4.1,,-8.7,,-6.4,,24.4,,0,,,M,,M,7.5,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/8/18,2018,2,8,,-5.2,,-9.7,,-7.5,,25.5,,0,,,M,,M,0,,13,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/9/18,2018,2,9,,-3.5,,-8.7,,-6.1,,24.1,,0,,,M,,M,4.7,,12,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/10/18,2018,2,10,,-3,,-5.1,,-4.1,,22.1,,0,,,M,,M,5.8,,17,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/11/18,2018,2,11,,-0.6,,-5.2,,-2.9,,20.9,,0,,,M,,M,2.9,,21,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/12/18,2018,2,12,,-1.8,,-8.4,,-5.1,,23.1,,0,,,M,,M,0.3,,17,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/13/18,2018,2,13,,-0.8,,-9.6,,-5.2,,23.2,,0,,,M,,M,0,,17,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/14/18,2018,2,14,,5.7,,-1,,2.4,,15.6,,0,,,M,,M,0,,16,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/15/18,2018,2,15,,9.6,,3.1,,6.4,,11.6,,0,,,M,,M,0,,13,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/16/18,2018,2,16,,4.8,,-5,,-0.1,,18.1,,0,,,M,,M,0,,7,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/17/18,2018,2,17,,-0.4,,-5.4,,-2.9,,20.9,,0,,,M,,M,0,,7,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/18/18,2018,2,18,,4.5,,-1.3,,1.6,,16.4,,0,,,M,,M,0,,7,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/19/18,2018,2,19,,5.8,,0.6,,3.2,,14.8,,0,,,M,,M,13.3,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/20/18,2018,2,20,,15.5,,5.2,,10.4,,7.6,,0,,,M,,M,7.6,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/21/18,2018,2,21,,14.6,,-1.2,,6.7,,11.3,,0,,,M,,M,6.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/22/18,2018,2,22,,1.2,,-1.9,,-0.4,,18.4,,0,,,M,,M,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/23/18,2018,2,23,,6.9,,-0.3,,3.3,,14.7,,0,,,M,,M,2.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/24/18,2018,2,24,,6.2,,2,,4.1,,13.9,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/25/18,2018,2,25,,12.8,,1.4,,7.1,,10.9,,0,,,M,,M,4.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/26/18,2018,2,26,,8.3,,0.7,,4.5,,13.5,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/27/18,2018,2,27,,13.4,E,0.9,E,7.2,E,10.8,E,0,E,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2/28/18,2018,2,28,,,M,5.1,E,,M,,M,,M,,M,,M,,M,0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/1/18,2018,3,1,,,M,,M,,M,,M,,M,,M,,M,,M,0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/2/18,2018,3,2,,,M,-0.5,E,,M,,M,,M,,M,,M,,M,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/3/18,2018,3,3,,,M,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/4/18,2018,3,4,,,M,-3.1,E,,M,,M,,M,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/5/18,2018,3,5,,,M,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/6/18,2018,3,6,,,M,-1.4,E,,M,,M,,M,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/7/18,2018,3,7,,3.1,,0.4,,1.8,,16.2,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/8/18,2018,3,8,,0.5,,-2.5,,-1,,19,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/9/18,2018,3,9,,5.3,,-1.8,,1.8,,16.2,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/10/18,2018,3,10,,3.2,,-2.1,,0.6,,17.4,,0,,,M,,M,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/11/18,2018,3,11,,3.9,,-3.4,,0.3,,17.7,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/12/18,2018,3,12,,-0.1,,-2.5,,-1.3,,19.3,,0,,,M,,M,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/13/18,2018,3,13,,2.6,,-2.7,,-0.1,,18.1,,0,,,M,,M,0.4,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/14/18,2018,3,14,,2.2,,-2.7,,-0.3,,18.3,,0,,,M,,M,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/15/18,2018,3,15,,6.4,,-3.7,,1.4,,16.6,,0,,,M,,M,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/16/18,2018,3,16,,0.3,,-6.7,,-3.2,,21.2,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/17/18,2018,3,17,,6.4,,-4.3,,1.1,,16.9,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/18/18,2018,3,18,,6.4,,-3.7,,1.4,,16.6,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/19/18,2018,3,19,,-0.2,,-6.3,,-3.3,,21.3,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/20/18,2018,3,20,,1.5,,-4.8,,-1.7,,19.7,,0,,,M,,M,0,,0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/21/18,2018,3,21,,6.2,,-3.7,,1.3,,16.7,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/22/18,2018,3,22,,5.4,,-3.1,,1.2,,16.8,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/23/18,2018,3,23,,4.9,,-3,,1,,17,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/24/18,2018,3,24,,2.9,,-4,,-0.6,,18.6,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/25/18,2018,3,25,,2.5,,-6.5,,-2,,20,,0,,,M,,M,0,,0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/26/18,2018,3,26,,7.3,,0.9,,4.1,,13.9,,0,,,M,,M,0,,0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/27/18,2018,3,27,,7.4,,3,,5.2,,12.8,,0,,,M,,M,3.6,,0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/28/18,2018,3,28,,8.2,,2.8,,5.5,,12.5,,0,,,M,,M,0,,0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/29/18,2018,3,29,,7.2,,3.5,,5.4,,12.6,,0,,,M,,M,14.6,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/30/18,2018,3,30,,5.8,,0.2,,3,,15,,0,,,M,,M,0.3,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,3/31/18,2018,3,31,,8.3,,0.4,,4.4,,13.6,,0,,,M,,M,2.7,,0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/1/18,2018,4,1,,4.5,,-2.6,,1,,17,,0,,,M,,M,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/2/18,2018,4,2,,6.5,,-1.2,,2.7,,15.3,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/3/18,2018,4,3,,5,,2.4,,3.7,,14.3,,0,,,M,,M,17.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/4/18,2018,4,4,,5.7,,-3.2,,1.3,,16.7,,0,,,M,,M,4.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/5/18,2018,4,5,,2.9,,-3.9,,-0.5,,18.5,,0,,,M,,M,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/6/18,2018,4,6,,5.4,,-2.6,,1.4,,16.6,,0,,,M,,M,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/7/18,2018,4,7,,2,,-4.4,,-1.2,,19.2,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/8/18,2018,4,8,,2.7,,-3.6,,-0.5,,18.5,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/9/18,2018,4,9,,,M,-3.6,E,,M,,M,,M,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/10/18,2018,4,10,,5.8,,-1,,2.4,,15.6,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/11/18,2018,4,11,,5.4,,1.2,,3.3,,14.7,,0,,,M,,M,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/12/18,2018,4,12,,13.4,,1.2,,7.3,,10.7,,0,,,M,,M,2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/13/18,2018,4,13,,5.9,,2.8,,4.4,,13.6,,0,,,M,,M,5.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/14/18,2018,4,14,,4.6,,-3.8,,0.4,,17.6,,0,,,M,,M,24.4,,0,T,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/15/18,2018,4,15,,1.4,,-2.9,,-0.8,,18.8,,0,,,M,,M,36.1,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/16/18,2018,4,16,,4,,1.1,,2.6,,15.4,,0,,,M,,M,28.8,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/17/18,2018,4,17,,2,,-0.8,,0.6,,17.4,,0,,,M,,M,0.8,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/18/18,2018,4,18,,4.7,,1,,2.9,,15.1,,0,,,M,,M,0,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/19/18,2018,4,19,,5.1,,0.5,,2.8,,15.2,,0,,,M,,M,0,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/20/18,2018,4,20,,8.6,,-0.7,,4,,14,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/21/18,2018,4,21,,13.3,,0.3,,6.8,,11.2,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/22/18,2018,4,22,,15.1,,3.2,,9.2,,8.8,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/23/18,2018,4,23,,15.9,,6.8,,11.4,,6.6,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/24/18,2018,4,24,,16.3,,8.9,,12.6,,5.4,,0,,,M,,M,3.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/25/18,2018,4,25,,11.1,,4.4,,7.8,,10.2,,0,,,M,,M,16.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/26/18,2018,4,26,,16.4,,4.2,,10.3,,7.7,,0,,,M,,M,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/27/18,2018,4,27,,14.2,,6.4,,10.3,,7.7,,0,,,M,,M,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/28/18,2018,4,28,,9,,1.8,,5.4,,12.6,,0,,,M,,M,2.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/29/18,2018,4,29,,11.2,,0.6,,5.9,,12.1,,0,,,M,,M,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,4/30/18,2018,4,30,,19.7,,3.9,,11.8,,6.2,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/1/18,2018,5,1,,23.5,,8.5,,16,,2,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/2/18,2018,5,2,,26.3,,14.4,,20.4,,0,,2.4,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/3/18,2018,5,3,,23,,11.4,,17.2,,0.8,,0,,,M,,M,4.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/4/18,2018,5,4,,24,,9.2,,16.6,,1.4,,0,,,M,,M,4.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/5/18,2018,5,5,,24.1,,8.5,,16.3,,1.7,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/6/18,2018,5,6,,17.4,,13.3,,15.4,,2.6,,0,,,M,,M,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/7/18,2018,5,7,,15.9,,10.6,,13.3,,4.7,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/8/18,2018,5,8,,18.2,,8.5,,13.4,,4.6,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/9/18,2018,5,9,,23.3,,11.4,,17.4,,0.6,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/10/18,2018,5,10,,20.9,,6.3,,13.6,,4.4,,0,,,M,,M,2.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/11/18,2018,5,11,,10.6,,6.3,,8.5,,9.5,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/12/18,2018,5,12,,13.6,,8.1,,10.9,,7.1,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/13/18,2018,5,13,,16.8,,8,,12.4,,5.6,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/14/18,2018,5,14,,20.8,,8.6,,14.7,,3.3,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/15/18,2018,5,15,,21.6,,12.5,,17.1,,0.9,,0,,,M,,M,19.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/16/18,2018,5,16,,20.5,,10.3,,15.4,,2.6,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/17/18,2018,5,17,,25.4,,12.1,,18.8,,0,,0.8,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/18/18,2018,5,18,,15.9,,10.6,,13.3,,4.7,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/19/18,2018,5,19,,15.7,,8.9,,12.3,,5.7,,0,,,M,,M,12.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/20/18,2018,5,20,,21,,11.1,,16.1,,1.9,,0,,,M,,M,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/21/18,2018,5,21,,21.6,,8.9,,15.3,,2.7,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/22/18,2018,5,22,,16.8,,10.6,,13.7,,4.3,,0,,,M,,M,5.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/23/18,2018,5,23,,26.1,,11.2,,18.7,,0,,0.7,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/24/18,2018,5,24,,27.8,,13.3,,20.6,,0,,2.6,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/25/18,2018,5,25,,28.5,,16.7,,22.6,,0,,4.6,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/26/18,2018,5,26,,27.3,,16.5,,21.9,,0,,3.9,,,M,,M,0,,,,,M,,M
